customer_id,age,salary,account_balance,avg_card_spend,tenure_months,digital_engagement_score,missed_payments,is_sme_owner,international_spend_ratio,personal_loan_conversion,fx_card_conversion,churn_risk
1730,56,24384.27,177239.81,13698.46,98,29.97,1,0,0.59,0,0,1
1731,35,5638.97,32189.19,707.54,117,18.27,0,0,0.15,0,1,0
1732,34,47349.23,243490.87,4852.27,136,15.92,1,0,0.06,0,0,0
1733,37,29236.56,140137.27,14858.09,3,47.29,0,1,0.36,0,1,0
1734,34,15688.72,89829.46,3933.66,75,44.59,1,0,0.09,0,0,1
1735,45,8726.0,55904.76,4862.92,155,78.51,0,0,0.1,1,0,0
1736,21,16632.04,84881.63,3465.65,137,82.38,0,0,0.95,1,1,0
1737,27,13920.2,105777.55,7385.74,15,70.06,0,0,0.07,1,0,0
1738,27,41435.33,325243.43,5565.68,32,83.12,1,0,0.44,1,0,0
1739,47,3293.58,26248.95,758.57,11,10.89,0,0,0.76,1,1,1
1740,55,19617.62,114783.51,11507.0,131,45.78,0,0,0.28,0,1,0
1741,36,17779.94,134452.52,3833.33,26,28.65,0,1,0.5,1,0,0
1742,36,16591.08,68506.51,2762.52,7,25.18,0,0,0.36,1,0,0
1743,38,16696.6,118334.66,8824.61,92,71.27,0,0,0.71,1,1,1
1744,49,16607.15,123052.89,2638.88,39,83.12,0,0,0.61,1,1,0
1745,28,28476.79,210070.82,4235.3,4,11.47,0,0,0.31,1,0,0
1746,40,25307.81,174636.59,6623.37,30,12.41,1,0,0.63,0,0,0
1747,47,23026.94,95398.18,9617.53,166,63.94,0,0,0.0,1,0,0
1748,43,3000.0,7598.7,1366.12,51,14.43,0,0,0.67,0,0,0
1749,39,21597.54,79278.44,11676.05,36,76.84,0,0,0.78,1,0,0
1750,48,3000.0,19462.13,1111.37,95,82.87,0,1,0.01,1,0,0
1751,18,25755.84,77621.82,7641.99,113,52.28,0,1,0.66,1,0,1
1752,44,35693.97,164505.23,9973.5,117,90.84,1,0,0.55,1,0,0
1753,31,6885.13,35631.22,3604.03,60,2.04,0,0,0.28,1,0,1
1754,19,14858.63,80609.27,6863.32,51,22.64,0,0,0.2,0,0,0
1755,43,10807.73,81946.56,5973.59,177,77.29,0,0,0.96,0,0,0
1756,51,32825.18,190376.36,19104.84,15,95.73,0,0,0.48,1,0,0
1757,36,19140.33,126535.65,4785.57,91,96.06,0,0,0.46,1,0,0
1758,47,38739.95,204632.54,14133.77,124,0.04,0,0,0.85,0,1,1
1759,54,22965.05,158878.47,9551.4,84,63.19,0,1,0.38,0,1,0
1760,51,20909.4,67198.92,3803.93,156,2.73,0,0,0.81,0,1,1
1761,54,18818.48,53899.99,2383.8,153,70.03,0,0,0.57,1,0,1
1762,45,27815.91,209205.66,14850.41,164,76.8,0,1,0.21,1,1,0
1763,38,3000.0,18022.88,1103.29,4,85.77,1,0,0.35,0,1,0
1764,21,19024.13,111574.91,7331.65,21,52.94,0,0,0.02,1,0,0
1765,35,17159.44,77859.58,6476.95,91,85.01,0,0,0.44,0,0,0
1766,29,26705.03,105445.65,12751.13,69,92.38,1,0,0.94,0,1,1
1767,59,15747.58,80501.52,2720.41,138,53.32,0,0,0.63,1,0,1
1768,36,5535.19,12640.6,2252.96,50,52.41,0,0,0.58,0,0,0
1769,39,18088.21,80594.39,6054.84,10,50.59,1,1,0.87,1,1,0
1770,43,5005.91,22325.82,2745.64,90,50.46,1,0,0.12,1,0,0
1771,38,3000.0,14997.56,1079.43,144,77.45,0,0,0.8,1,0,0
1772,54,26725.47,150342.97,15272.74,166,6.73,0,0,0.7,1,1,0
1773,31,24948.74,192668.37,6901.48,67,45.25,0,0,0.53,1,0,1
1774,39,23605.09,135471.96,13772.33,20,52.4,0,0,0.39,0,0,0
1775,30,33635.14,243660.14,18081.54,111,21.45,0,1,0.04,1,0,1
1776,24,10019.62,51260.11,3929.01,69,54.13,2,0,0.62,0,1,0
1777,31,3000.0,16725.09,830.56,25,45.57,2,0,0.57,1,1,1
1778,37,17159.64,33528.92,4941.32,89,73.76,0,0,0.28,1,0,0
1779,33,13830.0,32724.73,6726.58,54,35.33,0,0,0.27,1,1,1
1780,31,7892.45,41576.31,3080.55,12,94.98,0,0,0.36,1,1,0
1781,23,17041.81,69396.53,5126.07,65,41.37,0,0,0.43,1,0,1
1782,37,10660.74,71344.52,4456.48,67,63.09,0,0,0.74,0,1,0
1783,22,3000.0,15091.97,1399.85,149,22.17,0,0,0.51,0,1,0
1784,45,12705.88,91925.66,1416.07,133,68.87,0,0,0.15,0,0,1
1785,38,4363.5,34123.23,632.41,79,51.39,0,0,0.89,1,0,0
1786,23,20779.78,51110.54,3059.67,132,34.22,0,0,0.48,0,1,0
1787,34,10127.58,41182.6,2187.22,19,34.79,0,1,0.9,0,1,1
1788,30,31339.58,182470.83,9824.81,81,37.55,0,0,0.61,0,1,0
1789,41,37246.39,129828.89,18691.17,55,43.75,0,0,0.57,0,1,0
1790,51,26152.58,84622.16,7206.33,61,24.76,0,0,0.33,1,0,0
1791,19,3000.0,20367.9,326.22,101,27.74,0,1,0.97,1,0,0
1792,39,36062.35,283899.43,12321.82,152,95.84,0,0,0.98,1,1,0
1793,36,36908.65,241003.18,22082.97,147,30.13,0,0,0.36,0,1,1
1794,44,18225.49,89375.93,5003.09,24,62.69,0,0,0.79,1,1,0
1795,40,33875.11,148248.44,19668.81,54,34.53,0,0,0.27,0,0,0
1796,30,11379.9,56987.23,1714.64,149,81.08,0,0,0.61,0,1,0
1797,34,3000.0,13525.37,559.65,81,69.59,0,1,0.67,1,0,0
1798,30,8876.59,42330.42,4101.52,19,32.82,1,0,0.98,1,1,0
1799,48,38751.61,109374.28,13586.56,178,71.66,0,0,0.29,0,1,0
1800,38,3000.0,22122.97,1447.68,151,75.67,0,0,0.71,0,1,0
1801,57,17994.26,115243.8,9568.97,37,13.83,1,0,0.25,1,0,0
1802,37,18409.73,109102.54,4152.17,28,57.81,0,0,0.04,1,0,0
1803,30,11844.31,90899.3,5228.25,80,80.78,1,0,0.29,1,0,1
1804,22,12677.74,42452.22,5119.28,71,5.03,0,0,0.79,1,0,1
1805,19,18866.99,38253.5,10013.99,149,50.79,0,0,0.94,1,0,0
1806,22,11254.05,77314.23,3545.61,21,83.98,1,0,0.03,1,0,1
1807,40,3000.0,23969.13,377.81,169,95.28,0,0,0.11,0,0,0
1808,43,20580.38,108248.92,7966.52,35,65.6,0,0,0.37,1,1,0
1809,22,30880.4,58124.97,17893.31,110,32.78,0,1,0.45,0,1,1
1810,46,28434.87,186903.6,3051.5,1,60.48,1,0,0.93,0,1,0
1811,33,8283.17,16395.46,1823.37,92,2.74,0,0,0.02,0,0,0
1812,39,3000.0,15030.27,774.1,91,45.59,0,1,0.85,0,0,0
1813,54,14589.75,48203.95,7045.67,70,72.73,0,0,0.51,0,0,1
1814,46,36813.5,274174.94,9631.83,132,3.62,0,1,0.21,0,0,1
1815,35,25747.18,114154.05,5652.58,1,60.32,1,0,0.2,1,0,1
1816,29,26447.58,194125.52,11221.15,149,58.83,0,0,0.05,0,0,0
1817,18,28678.28,98768.78,3533.24,99,18.97,1,0,0.25,0,0,1
1818,30,23049.2,92608.38,4270.98,92,56.92,1,0,0.97,0,1,0
1819,35,19447.3,148893.89,5912.27,82,40.95,2,0,0.8,0,1,0
1820,28,25947.68,72875.21,7208.27,116,47.88,0,1,0.96,0,0,0
1821,36,11446.01,60208.94,3131.43,125,32.54,1,0,0.16,0,0,1
1822,38,3000.0,12075.95,462.83,52,81.03,0,0,0.55,1,0,0
1823,35,26675.96,174249.65,7480.47,99,36.57,1,0,0.93,0,0,1
1824,31,32852.86,76889.69,16393.46,53,79.08,1,0,0.66,1,0,0
1825,39,4581.22,19891.17,1406.08,85,7.66,0,1,0.02,0,1,0
1826,42,27863.06,168378.19,10952.57,80,27.86,0,0,0.07,0,0,0
1827,27,38169.19,158234.4,6938.77,56,40.27,1,0,0.42,0,0,0
1828,52,17973.05,33797.53,2423.77,103,40.46,1,0,0.38,0,0,0
1829,37,8183.97,49784.99,4419.17,87,44.13,0,0,0.89,0,1,1
1830,38,19476.22,92916.96,5174.57,33,65.24,1,1,0.78,1,1,0
1831,45,11393.59,17927.89,3135.16,23,57.41,1,0,0.13,0,0,0
1832,40,10599.24,58107.82,5711.34,6,52.1,0,0,0.09,0,0,0
1833,47,23198.21,173504.66,10529.33,85,83.77,0,0,0.87,1,1,0
1834,40,3000.0,6665.01,1434.39,175,19.62,1,0,0.45,0,0,0
1835,31,3000.0,16018.09,1323.01,5,86.02,0,0,0.17,1,0,0
1836,41,18231.49,113697.91,2787.52,77,81.14,1,0,0.9,0,0,0
1837,26,17732.3,34755.81,10266.96,83,19.57,1,0,0.72,0,1,0
1838,39,22122.65,36436.02,12268.52,9,62.41,0,0,0.16,1,0,0
1839,37,40502.7,182961.78,8834.05,3,22.33,0,1,0.61,1,1,0
1840,35,19254.17,127899.92,9665.54,46,94.28,1,0,0.47,1,0,1
1841,36,25178.07,64070.02,7671.71,39,49.29,0,0,0.26,0,0,0
1842,19,6293.6,43665.93,2781.04,13,20.37,1,0,0.59,0,0,0
1843,32,27215.25,156970.83,4974.99,41,63.61,0,0,0.44,0,0,0
1844,38,11683.31,42750.71,4314.38,139,70.72,0,0,0.56,1,0,0
1845,39,18857.05,91510.77,3079.51,41,60.5,2,0,0.29,0,1,1
1846,27,16693.82,129815.08,6144.72,75,24.17,0,0,0.73,1,0,0
1847,50,30395.69,88355.42,6741.67,175,73.52,0,0,0.43,0,1,0
1848,29,3000.0,14240.94,978.7,177,92.96,1,0,0.81,1,1,0
1849,47,3000.0,16677.49,1301.95,35,95.21,0,0,0.61,0,1,0
1850,42,15438.81,37008.29,8314.37,163,67.95,0,0,0.24,0,0,0
1851,31,23622.38,42116.18,4314.5,67,84.02,0,0,0.34,0,0,0
1852,55,19827.23,31475.53,10838.25,132,97.86,0,0,0.29,0,0,0
1853,26,32786.45,118375.6,9672.62,24,4.34,0,0,0.36,0,0,0
1854,47,23248.47,46047.26,12133.34,94,47.7,0,1,0.17,1,1,1
1855,48,11233.82,75541.88,4002.32,96,29.14,0,0,0.48,1,0,0
1856,31,3000.0,23947.73,1593.31,113,47.48,1,1,0.05,0,0,1
1857,51,15152.25,28766.17,6536.86,84,91.69,1,0,0.35,1,1,1
1858,35,30335.51,130828.58,10749.63,164,98.34,0,1,0.43,1,0,0
1859,40,13295.43,22166.92,3407.21,56,90.49,0,0,0.76,1,1,0
1860,40,18339.84,43482.68,10718.8,4,19.71,0,0,0.86,1,1,0
1861,36,23056.32,82979.63,11538.51,168,80.29,0,0,0.77,1,1,0
1862,46,5816.49,23609.36,1690.24,171,81.77,0,0,0.08,0,1,0
1863,45,25478.83,193857.96,4671.84,58,57.94,0,0,0.66,0,1,0
1864,20,37645.46,153327.68,18437.53,62,71.49,0,0,0.85,1,1,0
1865,51,15926.24,75264.3,9475.67,135,90.54,1,0,0.53,0,1,0
1866,21,4451.23,13782.3,1066.01,137,99.42,0,0,0.94,0,0,0
1867,48,17200.79,25815.17,9596.86,22,4.01,1,0,0.88,0,0,0
1868,49,3000.0,22037.02,488.06,4,25.72,1,0,0.88,0,1,1
1869,27,22042.84,44772.22,12698.95,128,93.46,1,0,0.96,1,0,0
1870,33,23427.29,181974.25,11073.37,164,32.91,0,0,0.77,1,1,1
1871,26,38107.64,89571.49,10414.74,35,10.65,0,0,0.69,1,0,1
1872,35,15672.06,85126.1,3954.31,33,31.33,0,0,0.75,0,0,1
1873,34,22901.82,183126.85,9658.1,135,51.85,0,0,0.36,1,0,1
1874,45,7664.54,18395.05,3040.93,105,38.61,1,0,0.01,1,0,0
1875,51,13722.87,58399.48,7677.51,121,78.83,0,0,0.04,1,0,0
1876,51,3000.0,19718.26,1449.36,175,61.1,0,0,0.85,1,1,0
1877,32,15662.52,26770.95,5797.99,64,43.49,0,0,0.41,0,0,0
1878,35,14336.29,85782.45,8082.56,121,99.73,0,0,0.36,1,0,0
1879,21,21590.4,43665.0,8557.68,171,88.59,0,0,0.61,0,0,0
1880,29,10516.84,31943.64,5519.68,18,86.23,0,0,0.14,1,0,0
1881,47,19000.14,48269.77,9889.03,3,56.73,0,0,0.54,1,1,0
1882,54,13999.44,103563.47,7834.05,59,77.99,0,0,0.84,0,1,0
1883,25,14022.01,37480.39,1876.16,116,33.59,0,0,0.43,0,1,0
1884,32,18964.35,33430.76,7432.31,39,32.99,1,0,0.52,1,0,1
1885,37,18486.28,98338.98,6178.04,64,89.21,1,0,0.16,0,0,0
1886,40,27134.09,101757.61,9368.62,81,59.68,0,0,0.74,1,0,0
1887,29,16552.28,68478.29,5461.51,60,34.36,0,0,0.56,1,0,0
1888,42,13801.38,31383.06,7159.23,105,84.53,2,0,0.55,0,0,1
1889,33,15830.31,100736.56,4103.48,170,44.26,0,0,0.23,1,0,0
1890,37,9424.03,50984.94,3122.89,109,40.0,2,0,0.92,1,0,1
1891,43,13681.07,52910.31,2740.88,5,2.62,2,0,0.34,0,0,1
1892,38,42373.9,110817.81,9570.5,46,67.9,0,1,0.96,1,1,0
1893,33,7047.85,37758.43,3032.06,132,53.26,0,0,0.34,0,0,1
1894,36,14656.12,96157.1,2322.53,14,31.18,0,0,0.9,1,1,1
1895,37,13350.14,47133.75,2588.74,11,13.93,0,0,0.56,1,1,0
1896,34,15033.94,25078.0,5472.61,22,18.24,0,0,0.06,1,0,1
1897,35,14025.13,40578.0,1709.47,106,22.49,0,0,0.95,1,1,1
1898,53,21350.88,126729.99,3490.09,5,86.52,0,0,0.33,1,0,0
1899,43,3000.0,23787.38,1595.03,140,48.06,0,0,0.81,1,0,0
1900,35,30446.06,48316.24,15925.52,149,69.55,0,0,0.57,0,1,0
1901,44,25590.99,89312.52,7009.07,79,46.13,1,0,0.24,0,0,0
1902,34,3085.54,5872.2,845.42,24,47.37,1,0,0.14,0,0,1
1903,49,3000.0,10668.81,1704.77,13,82.21,0,1,0.23,1,0,0
1904,41,6275.13,25969.29,708.59,96,77.12,1,1,0.54,1,0,0
1905,36,15088.0,112942.81,5886.55,26,23.21,0,0,0.51,1,0,0
1906,42,48963.5,99084.76,19521.52,40,62.57,0,0,0.27,1,0,0
1907,22,24519.08,160633.62,12111.04,26,68.02,0,1,0.16,1,0,1
1908,26,3000.0,12212.92,1727.63,173,40.48,2,0,0.35,1,1,1
1909,26,9724.13,65863.59,2702.47,30,6.83,0,0,0.16,0,0,1
1910,39,17361.45,83979.32,5536.86,64,37.14,0,0,0.51,0,0,0
1911,55,21044.2,36939.59,9167.89,111,35.83,0,0,0.43,1,0,0
1912,60,3000.0,22951.01,1750.91,73,69.06,0,0,0.45,1,0,0
1913,44,16380.12,33378.93,8933.65,88,80.95,3,0,0.26,1,0,0
1914,43,9388.33,50555.62,4070.09,124,39.6,0,0,0.09,0,0,0
1915,19,4754.9,34258.28,2512.31,166,64.57,0,0,0.59,0,1,1
1916,32,21115.15,42621.0,3011.07,146,64.28,1,0,0.97,1,0,0
1917,30,27286.53,139169.66,7873.89,137,64.82,0,0,0.67,1,1,0
1918,31,28092.5,192655.08,2993.15,128,55.43,1,0,0.89,0,1,0
1919,36,24892.64,196928.4,4698.14,38,62.92,0,0,0.1,0,1,0
1920,33,12031.57,74693.5,4996.06,149,86.77,2,0,0.06,0,0,0
1921,18,26574.6,87939.95,14424.18,71,92.18,0,1,0.77,1,0,0
1922,45,21708.65,131276.72,9039.27,140,9.18,0,0,0.45,0,0,0
1923,27,19607.3,119359.14,8471.71,36,1.18,0,0,0.83,0,1,0
1924,40,10659.68,64488.72,1619.32,122,51.89,0,0,0.48,0,0,0
1925,58,12037.49,84896.69,5205.37,11,41.28,0,0,0.07,0,1,0
1926,28,18886.64,39057.02,6179.21,128,45.12,0,0,0.45,1,1,0
1927,18,47278.49,104236.27,20127.41,27,45.85,0,1,0.67,1,1,0
1928,35,21614.91,122427.09,5686.59,74,89.52,0,0,0.52,1,0,0
1929,49,10665.74,82128.6,4167.56,81,63.66,1,0,0.22,1,0,0
1930,57,8011.33,36274.9,2499.81,107,44.23,1,0,0.92,0,1,0
1931,25,12098.8,93688.97,4589.3,65,45.48,1,0,0.67,1,0,1
1932,42,44127.52,335261.23,7658.1,162,84.45,0,1,0.53,1,1,0
1933,33,13208.92,97335.39,3935.1,127,21.71,0,0,0.47,0,1,0
1934,36,28882.45,214135.36,8293.29,34,1.47,1,1,0.61,0,0,0
1935,64,13488.86,98995.72,6315.45,64,47.82,0,0,0.46,1,0,0
1936,22,21134.21,144331.49,9578.13,17,96.05,0,1,0.31,1,1,0
1937,40,27500.94,165483.16,15247.33,179,81.44,0,0,0.39,1,1,0
1938,42,11137.17,18472.7,4633.37,105,40.84,0,0,0.19,1,0,1
1939,48,10306.66,24320.09,2651.63,89,17.51,0,1,0.76,0,0,0
1940,38,37906.44,89933.34,18635.27,108,57.01,0,0,0.81,1,1,0
1941,41,29815.11,49284.74,10390.53,176,87.97,0,0,0.73,0,1,0
1942,34,27488.07,62083.49,5408.18,139,71.73,0,1,0.46,1,1,0
1943,40,27447.32,205260.68,13001.95,148,54.02,0,0,0.21,1,1,1
1944,34,23514.91,136732.78,3909.72,68,73.49,2,0,0.96,1,1,1
1945,44,42213.31,148948.59,7981.55,162,96.47,0,0,0.77,0,1,0
1946,34,18526.9,123330.61,8881.39,42,55.27,1,0,0.78,0,0,0
1947,41,24927.15,116519.5,12091.47,169,55.53,0,0,0.62,0,1,0
1948,37,3000.0,7271.48,1486.17,145,47.86,0,0,0.28,1,0,0
1949,49,8100.47,58722.45,1998.08,12,56.66,0,0,0.18,1,0,1
1950,37,3590.17,13288.31,1914.62,68,63.52,1,1,0.11,0,0,0
1951,20,33288.76,201150.18,15357.24,41,20.43,0,0,0.62,1,0,1
1952,50,3000.0,10166.59,1550.95,142,56.8,0,0,0.18,1,0,0
1953,28,13172.28,62574.43,5984.2,4,1.35,0,0,0.38,0,0,0
1954,31,3000.0,20416.93,1169.39,126,93.79,0,0,0.82,1,0,0
1955,32,8024.55,20214.25,1241.38,77,3.78,3,0,0.29,0,1,1
1956,51,12108.61,95078.45,5515.09,74,95.82,0,0,0.27,0,0,0
1957,18,34618.45,67727.66,15413.19,142,96.9,1,0,0.72,1,0,0
1958,69,22759.54,113138.97,5832.03,9,52.68,2,1,0.52,1,1,1
1959,48,8002.3,59650.48,3744.36,171,33.24,0,0,0.56,1,0,0
1960,40,30791.56,235463.41,11553.83,148,18.5,0,0,0.13,0,1,0
1961,37,18213.99,54800.57,6915.91,1,16.22,0,0,0.29,1,1,0
1962,40,18450.8,44944.35,5236.38,108,23.79,2,0,0.37,0,0,0
1963,43,3567.94,22151.99,565.14,93,47.62,0,0,0.97,1,1,1
1964,44,6119.84,10849.42,1275.77,72,74.29,0,0,0.04,1,0,0
1965,43,8098.83,37692.4,3923.2,17,39.87,1,0,0.86,0,0,0
1966,38,18557.54,123895.84,4374.4,89,78.1,0,0,0.13,1,0,0
1967,36,18934.63,97355.34,1914.79,20,56.46,1,1,0.99,0,1,0
1968,36,36529.11,99435.39,21862.99,59,1.93,0,0,0.19,0,0,1
1969,36,22620.66,105543.21,4644.95,141,13.18,1,0,0.29,1,1,0
1970,49,3000.0,22464.86,1283.07,121,57.22,0,0,0.83,1,1,0
1971,43,21151.7,116585.75,11918.16,77,16.12,1,1,0.36,1,1,1
1972,18,3000.0,18569.07,1199.57,175,60.83,0,0,0.65,0,1,0
1973,44,6408.35,23619.35,3201.07,50,44.53,1,0,0.58,0,0,0
1974,39,8253.97,22493.25,4854.87,94,69.01,0,0,0.69,0,0,0
1975,37,10039.94,31743.02,5322.99,168,29.14,0,0,0.82,1,0,1
1976,34,3000.0,14896.96,1136.86,135,82.16,0,0,0.3,1,1,0
1977,49,20441.78,67895.98,5761.55,55,38.89,0,0,0.87,0,1,0
1978,47,3000.0,15068.31,1023.7,51,79.66,1,0,0.98,1,1,0
1979,30,22280.01,135922.5,11605.95,76,1.94,1,0,0.67,1,0,0
1980,42,44843.65,281329.94,23618.13,130,39.31,0,0,0.57,1,0,1
1981,28,3000.0,7711.36,1568.78,14,22.02,0,0,0.98,0,1,1
1982,24,14585.88,93025.81,5814.11,106,44.37,0,0,0.09,1,0,1
1983,31,3000.0,17617.42,1015.43,145,94.68,0,0,0.38,1,0,0
1984,46,14388.78,22705.97,3678.76,77,15.9,1,0,0.24,0,1,1
1985,47,25712.61,48408.33,2614.47,129,8.8,0,0,0.08,0,0,1
1986,43,26647.67,151908.29,12850.64,119,5.85,0,0,0.86,1,0,0
1987,45,18928.36,75601.32,4514.4,111,12.34,0,0,0.34,1,0,1
1988,43,28671.16,70235.06,7593.24,1,6.2,0,0,0.14,0,1,1
1989,31,48552.65,86840.19,25331.89,111,68.47,0,1,0.38,1,1,1
1990,42,38547.66,97760.3,4861.85,26,11.74,0,0,0.38,0,1,0
1991,46,11729.75,90598.71,6613.35,116,19.74,0,0,0.13,0,1,0
1992,45,3000.0,18687.53,302.04,174,64.55,0,0,0.53,1,1,1
1993,49,13126.18,64713.2,7476.47,13,44.62,0,0,0.1,0,0,0
1994,45,6636.21,50567.98,2172.56,34,5.47,0,0,0.2,0,0,1
1995,41,23416.17,129356.03,3537.28,62,97.07,0,0,0.72,1,0,0
1996,48,3825.68,23783.07,1672.13,73,59.99,1,0,0.3,0,0,0
1997,37,17126.13,57153.95,9383.89,51,61.38,1,0,0.65,1,0,0
1998,29,28056.17,149493.98,8950.94,41,85.26,1,0,0.21,0,0,0
1999,36,16791.65,40847.4,7483.68,55,90.91,0,0,0.53,0,0,0
2000,30,6644.23,27434.98,3917.98,156,5.71,0,0,0.1,1,0,1
2001,31,32097.77,55081.76,7072.76,94,6.83,1,0,0.04,1,0,1
2002,36,3000.0,8724.25,1530.67,135,77.66,0,0,0.55,1,1,0
2003,30,14066.46,27945.08,3483.12,2,69.58,0,0,0.78,1,0,0
2004,34,17500.08,70360.16,5480.48,2,21.68,0,0,0.7,0,1,0
2005,19,18190.9,126967.57,4381.88,156,32.12,0,0,0.77,1,0,0
2006,40,20165.95,79788.04,6513.72,54,61.1,1,0,0.48,0,0,0
2007,38,25325.28,174887.7,2596.97,94,78.9,0,0,0.7,1,0,0
2008,29,17575.11,101359.86,4424.0,58,60.32,0,0,0.08,1,0,0
2009,44,13583.3,65362.05,4382.61,175,79.2,0,0,0.84,1,0,1
2010,47,13108.93,39848.47,5454.89,61,22.86,0,0,0.34,0,0,0
2011,21,10661.81,79899.76,4463.89,104,33.11,0,0,0.87,0,1,0
2012,30,27450.52,50846.74,10757.66,168,10.16,0,1,0.58,1,0,0
2013,30,10241.66,61223.96,2524.73,18,98.48,1,0,0.1,0,0,0
2014,28,28161.25,155958.69,16156.17,142,80.9,1,0,0.42,0,0,0
2015,46,18227.99,79597.43,5395.21,25,71.58,0,0,0.8,1,0,0
2016,36,11744.94,35964.03,2448.2,138,19.48,0,0,0.24,0,0,0
2017,35,25420.89,109297.7,9590.19,100,69.87,0,0,0.18,1,0,0
2018,18,9270.55,66497.89,4398.55,48,86.24,0,0,0.02,0,0,0
2019,44,25658.21,178041.79,2722.77,176,81.03,0,0,0.69,1,1,0
2020,25,20552.71,156590.67,4895.08,53,75.47,1,0,0.38,1,0,1
2021,38,10844.1,37961.48,5557.48,137,38.72,0,0,0.18,0,0,1
2022,40,24343.62,97768.28,8605.73,139,76.7,1,1,0.6,0,0,0
2023,51,24559.08,39827.95,7471.96,27,48.46,2,0,0.14,0,0,1
2024,24,31890.24,243296.18,18032.35,59,40.45,0,0,0.72,0,1,0
2025,18,29593.76,107751.95,4284.22,141,96.48,0,0,0.58,0,0,0
2026,39,23895.29,98617.4,9744.14,139,14.67,0,0,0.25,1,1,1
2027,56,4468.91,33073.19,1211.5,57,86.47,0,0,0.87,0,1,0
2028,50,47383.04,233261.5,6416.22,110,32.21,1,0,0.56,1,0,0
2029,40,3000.0,15540.4,620.62,106,51.64,0,0,0.13,0,0,0
2030,33,29391.16,77754.7,12166.96,24,36.29,1,0,0.72,1,1,0
2031,46,23175.41,109881.32,2645.21,177,50.32,0,0,0.31,1,0,0
2032,28,3910.29,29203.45,1548.96,168,81.84,0,0,0.77,1,0,0
2033,42,16508.39,84715.56,9548.87,79,18.3,0,0,0.4,0,1,1
2034,43,17054.97,53863.95,8485.66,84,75.48,1,0,0.08,1,0,0
2035,48,33666.99,57323.97,9184.31,2,44.59,0,0,0.63,1,1,0
2036,65,9440.27,34796.47,1596.39,143,93.5,2,0,0.31,1,0,0
2037,41,14856.66,77579.12,4940.32,48,54.7,1,0,0.94,0,1,0
2038,32,3000.0,5330.96,889.43,98,4.14,0,0,0.83,0,0,1
2039,37,38817.15,212083.41,22741.67,46,91.02,1,0,0.35,1,0,0
2040,20,5154.38,25267.75,3066.52,95,92.45,0,1,0.03,0,0,0
2041,31,21922.93,144523.2,6692.9,158,17.99,0,0,0.54,1,0,1
2042,33,16783.11,28326.08,2926.84,156,97.27,0,0,0.65,1,0,0
2043,32,16823.99,110626.27,9342.44,97,44.58,0,0,0.68,0,0,0
2044,39,27718.34,135423.53,13769.67,169,91.44,0,0,0.35,1,1,0
2045,29,38055.15,148736.29,13533.82,113,36.41,1,0,0.14,0,1,1
2046,49,21017.92,163414.14,5941.29,21,2.27,0,0,0.56,0,1,0
2047,38,25860.94,65706.87,8381.09,87,79.5,0,0,0.49,1,1,1
2048,37,21946.7,110141.99,12091.33,42,88.58,0,0,0.99,1,1,0
2049,34,30210.38,108345.88,5810.11,13,16.28,0,0,0.57,1,1,0
2050,39,12445.0,61337.21,6264.71,45,55.4,0,0,0.18,1,0,0
2051,46,30904.69,157298.38,3371.56,90,83.16,0,1,0.36,1,1,0
2052,29,31326.0,65202.36,17551.52,147,46.15,0,0,0.53,0,0,0
2053,31,30990.44,179663.33,10851.26,155,78.84,1,0,0.84,1,1,0
2054,34,10078.23,56681.25,2150.43,168,63.81,1,0,0.48,1,0,0
2055,24,15979.95,103894.23,1620.82,135,72.07,0,0,0.8,0,1,0
2056,29,20873.6,43610.81,7927.24,25,91.88,0,0,0.16,1,0,0
2057,33,3000.0,10296.54,666.73,177,41.68,1,0,0.38,1,0,1
2058,46,37139.04,212647.72,15436.18,104,77.1,1,0,0.52,1,0,0
2059,40,17852.68,42645.6,4295.08,164,71.27,1,0,0.02,1,0,0
2060,39,21407.13,126396.04,3082.88,71,43.9,0,1,0.76,1,1,0
2061,46,11075.95,20863.47,3904.56,119,38.12,1,0,0.83,1,0,0
2062,36,3000.0,11031.17,1146.73,84,88.14,0,0,0.32,1,1,0
2063,41,10751.64,75300.44,3508.21,152,20.47,0,1,0.96,0,1,0
2064,36,20630.45,134776.53,6787.78,92,31.85,1,0,0.73,1,0,0
2065,40,26081.15,148426.36,10297.49,113,97.45,0,0,0.83,1,0,0
2066,32,19941.5,142740.84,7242.29,69,27.74,0,1,0.65,1,0,0
2067,18,22160.69,135407.39,3684.96,52,87.25,1,0,0.82,1,1,0
2068,36,13955.68,68047.05,2770.8,164,37.14,0,0,0.98,0,1,0
2069,52,23954.98,188481.73,4093.8,179,55.12,0,1,0.85,1,1,0
2070,47,35793.99,215356.88,15987.31,33,39.83,0,0,0.47,1,1,0
2071,47,26457.47,143105.47,9638.44,53,22.13,0,1,0.64,0,1,0
2072,50,27714.5,115227.44,8728.06,38,69.11,0,0,0.58,1,1,0
2073,38,21528.2,158569.84,10746.22,172,96.66,0,0,0.51,1,1,0
2074,39,3000.0,10266.33,788.69,5,89.28,0,0,0.77,1,0,0
2075,31,5464.0,8523.45,2098.47,118,98.53,1,0,0.44,1,0,0
2076,34,23458.51,65186.82,3218.6,31,69.11,0,0,0.31,1,0,0
2077,44,17868.73,39523.2,8437.65,137,3.45,0,1,0.04,0,0,1
